city,state_id,state_name,timezone
North Blenheim,NY,New York,America/New_York
Browntown,SC,South Carolina,America/New_York
Passaic,MO,Missouri,America/Chicago
Caputa,SD,South Dakota,America/Denver
Byersville,NY,New York,America/New_York
Dragoon,AZ,Arizona,America/Phoenix
Merrifield,MN,Minnesota,America/Chicago
Paynesville,MO,Missouri,America/Chicago
Reader,AR,Arkansas,America/Chicago
Hutchins,IA,Iowa,America/Chicago
Eagle Village,AK,Alaska,America/Anchorage
Berea,NE,Nebraska,America/Denver
California Hot Springs,CA,California,America/Los_Angeles
Beaulieu,MN,Minnesota,America/Chicago
Altoona,WA,Washington,America/Los_Angeles
Bunch,OK,Oklahoma,America/Chicago
Valmy,NV,Nevada,America/Los_Angeles
Valley City,IL,Illinois,America/Chicago
Halltown,MO,Missouri,America/Chicago
Bluff City,KS,Kansas,America/Chicago
Sibley,ND,North Dakota,America/Chicago
Two Buttes,CO,Colorado,America/Denver
Irwin,IL,Illinois,America/Chicago
Hanksville,VT,Vermont,America/New_York
Wilmore,KS,Kansas,America/Chicago
Royer,PA,Pennsylvania,America/New_York
Joslin,IL,Illinois,America/Chicago
Cogdell,GA,Georgia,America/New_York
Leona,KS,Kansas,America/Chicago
Wikieup,AZ,Arizona,America/Phoenix
Dundee,MS,Mississippi,America/Chicago
Willis,KS,Kansas,America/Chicago
Nanticoke Acres,MD,Maryland,America/New_York
Orient,SD,South Dakota,America/Chicago
Sutton,ND,North Dakota,America/Chicago
Arcola,MO,Missouri,America/Chicago
Belva,WV,West Virginia,America/New_York
Wilsonville,NE,Nebraska,America/Chicago
Fair Oaks,AR,Arkansas,America/Chicago
Baker,NV,Nevada,America/Los_Angeles
Carlton Landing,OK,Oklahoma,America/Chicago
Kaskaskia,IL,Illinois,America/Chicago
Virgil,KS,Kansas,America/Chicago
Mill Creek,IL,Illinois,America/Chicago
Dana,IA,Iowa,America/Chicago
Dorchester,TX,Texas,America/Chicago
Douglas,OK,Oklahoma,America/Chicago
Keeler,CA,California,America/Los_Angeles
Hodgen,OK,Oklahoma,America/Chicago
Pocahontas,MO,Missouri,America/Chicago
Crestone,CO,Colorado,America/Denver
Whitestone,AK,Alaska,America/Anchorage
La Paloma Ranchettes,TX,Texas,America/Chicago
Blanchard,IA,Iowa,America/Chicago
Whitesville,VA,Virginia,America/New_York
Floraville,IL,Illinois,America/Chicago
Musselshell,MT,Montana,America/Denver
Reserve,MT,Montana,America/Denver
McLeod,ND,North Dakota,America/Chicago
Fontenelle,WY,Wyoming,America/Denver
Ludden,ND,North Dakota,America/Chicago
Blanchard,MO,Missouri,America/Chicago
North Harlem Colony,MT,Montana,America/Denver
Seven Springs,NC,North Carolina,America/New_York
Lee Center,IL,Illinois,America/Chicago
Gandys Beach,NJ,New Jersey,America/New_York
Shannon Colony,SD,South Dakota,America/Chicago
Gardena,ND,North Dakota,America/Chicago
Seneca,NE,Nebraska,America/Denver
Prairie City,SD,South Dakota,America/Denver
Canan Station,PA,Pennsylvania,America/New_York
Zortman,MT,Montana,America/Denver
Preston,NE,Nebraska,America/Chicago
Clearview,OK,Oklahoma,America/Chicago
Cotesfield,NE,Nebraska,America/Chicago
Murdock,KS,Kansas,America/Chicago
Samnorwood,TX,Texas,America/Chicago
Chignik Lagoon,AK,Alaska,America/Anchorage
Clear Creek,UT,Utah,America/Denver
Coburg,IA,Iowa,America/Chicago
Aurora Center,SD,South Dakota,America/Chicago
Jacinto,MS,Mississippi,America/Chicago
Hidden Lake,CO,Colorado,America/Denver
Domino,TX,Texas,America/Chicago
Homestead,OK,Oklahoma,America/Chicago
Timken,KS,Kansas,America/Chicago
Padroni,CO,Colorado,America/Denver
Watova,OK,Oklahoma,America/Chicago
Macomb,OK,Oklahoma,America/Chicago
Benton,IA,Iowa,America/Chicago
Ponshewaing,MI,Michigan,America/Detroit
Lucerne,MO,Missouri,America/Chicago
Gascoyne,ND,North Dakota,America/Denver
Wiederkehr Village,AR,Arkansas,America/Chicago
Amidon,ND,North Dakota,America/Denver
Shawmut,MT,Montana,America/Denver
San Acacia,NM,New Mexico,America/Denver
Danville,KS,Kansas,America/Chicago
Buell,MO,Missouri,America/Chicago
Galt,IA,Iowa,America/Chicago
Cathedral,CO,Colorado,America/Denver
Kalapana,HI,Hawaii,Pacific/Honolulu
Udell,IA,Iowa,America/Chicago
Stratton Mountain,VT,Vermont,America/New_York
Verdel,NE,Nebraska,America/Chicago
Lake City,KS,Kansas,America/Chicago
Herkimer,KS,Kansas,America/Chicago
Circle,AK,Alaska,America/Anchorage
Gilead,NE,Nebraska,America/Chicago
Keystone,NE,Nebraska,America/Denver
Piney,OK,Oklahoma,America/Chicago
Buffalo Prairie,IL,Illinois,America/Chicago
Rosedale,OK,Oklahoma,America/Chicago
El Capitan,AZ,Arizona,America/Phoenix
Longcreek,SC,South Carolina,America/New_York
Boyd,MT,Montana,America/Denver
Dales,CA,California,America/Los_Angeles
Hillsdale,WY,Wyoming,America/Denver
Westervelt,IL,Illinois,America/Chicago
Amorita,OK,Oklahoma,America/Chicago
Marysville,IA,Iowa,America/Chicago
Windham,MT,Montana,America/Denver
Virgil,SD,South Dakota,America/Chicago
Niagara,ND,North Dakota,America/Chicago
Monango,ND,North Dakota,America/Chicago
Kilbourne,OH,Ohio,America/New_York
Post Mountain,CA,California,America/Los_Angeles
Taylorsville,CA,California,America/Los_Angeles
Foster,NE,Nebraska,America/Chicago
Coppock,IA,Iowa,America/Chicago
Oasis,UT,Utah,America/Denver
Venturia,ND,North Dakota,America/Chicago
Adamson,OK,Oklahoma,America/Chicago
Valentine,AZ,Arizona,America/Phoenix
Ferney,SD,South Dakota,America/Chicago
Ottosen,IA,Iowa,America/Chicago
Eagle Bay,NY,New York,America/New_York
Burdick,KS,Kansas,America/Chicago
Vail,PA,Pennsylvania,America/New_York
Knox,ND,North Dakota,America/Chicago
Lorton,NE,Nebraska,America/Chicago
Waller,PA,Pennsylvania,America/New_York
Little Valley,CA,California,America/Los_Angeles
Blyn,WA,Washington,America/Los_Angeles
Speed,KS,Kansas,America/Chicago
Hollygrove,WV,West Virginia,America/New_York
Tancred,CA,California,America/Los_Angeles
Lorenzo,IL,Illinois,America/Chicago
Boyds,WA,Washington,America/Los_Angeles
Fisherville,PA,Pennsylvania,America/New_York
Kent,MN,Minnesota,America/Chicago
Wood Lake,NE,Nebraska,America/Chicago
Florence,MN,Minnesota,America/Chicago
Scottsville,KS,Kansas,America/Chicago
Venice,NE,Nebraska,America/Chicago
Juntura,OR,Oregon,America/Boise
Pontotoc,OK,Oklahoma,America/Chicago
Cedar Mills,MN,Minnesota,America/Chicago
Inkster,ND,North Dakota,America/Chicago
South Fork,MO,Missouri,America/Chicago
Pinnacle,MT,Montana,America/Denver
Saltaire,NY,New York,America/New_York
Varina,IA,Iowa,America/Chicago
Old Eucha,OK,Oklahoma,America/Chicago
Shamrock,OK,Oklahoma,America/Chicago
Lane,SD,South Dakota,America/Chicago
Twodot,MT,Montana,America/Denver
Faywood,NM,New Mexico,America/Denver
Shoshone,CA,California,America/Los_Angeles
Alsen,ND,North Dakota,America/Chicago
Brewster,NE,Nebraska,America/Chicago
Embden,ND,North Dakota,America/Chicago
Lakewood,IL,Illinois,America/Chicago
Dutch John,UT,Utah,America/Denver
Clark Colony,SD,South Dakota,America/Chicago
Rea,MO,Missouri,America/Chicago
Urbana,KS,Kansas,America/Chicago
Deweese,NE,Nebraska,America/Chicago
Anzac Village,NM,New Mexico,America/Denver
Mechanicsburg,VA,Virginia,America/New_York
Paderborn,IL,Illinois,America/Chicago
Rockham,SD,South Dakota,America/Chicago
Malo,WA,Washington,America/Los_Angeles
Lupus,MO,Missouri,America/Chicago
Milltown,SD,South Dakota,America/Chicago
Wooldridge,MO,Missouri,America/Chicago
Boykin,GA,Georgia,America/New_York
Summerhaven,AZ,Arizona,America/Phoenix
Polebridge,MT,Montana,America/Denver
Somerset,KS,Kansas,America/Chicago
Athol,KS,Kansas,America/Chicago
Fredericksburg,IN,Indiana,America/Indiana/Indianapolis
Meridian,OK,Oklahoma,America/Chicago
Forbes,ND,North Dakota,America/Chicago
Millersburg,IL,Illinois,America/Chicago
McGrath,MN,Minnesota,America/Chicago
Crocker,SD,South Dakota,America/Chicago
Everett,GA,Georgia,America/New_York
Riverside,WY,Wyoming,America/Denver
Mont Ida,KS,Kansas,America/Chicago
Russell Springs,KS,Kansas,America/Chicago
Stanley,NM,New Mexico,America/Denver
Alta Sierra,CA,California,America/Los_Angeles
Strathcona,MN,Minnesota,America/Chicago
Denham,MN,Minnesota,America/Chicago
Smyrna,SC,South Carolina,America/New_York
Matheson,CO,Colorado,America/Denver
Valdez,CO,Colorado,America/Denver
Beryl Junction,UT,Utah,America/Denver
Milo,MO,Missouri,America/Chicago
Mount Sterling,IA,Iowa,America/Chicago
Los Veteranos II,TX,Texas,America/Chicago
Sholes,NE,Nebraska,America/Chicago
Norris,MT,Montana,America/Denver
Onaka,SD,South Dakota,America/Chicago
Ryan Park,WY,Wyoming,America/Denver
Hagarville,AR,Arkansas,America/Chicago
Interior,SD,South Dakota,America/Denver
Burr,NE,Nebraska,America/Chicago
Cobre,NM,New Mexico,America/Denver
Hillman,MN,Minnesota,America/Chicago
Lakeview,MT,Montana,America/Denver
Farnsworth,TX,Texas,America/Chicago
Fernando Salinas,TX,Texas,America/Chicago
Cornlea,NE,Nebraska,America/Chicago
Dellview,NC,North Carolina,America/New_York
Hogeland,MT,Montana,America/Denver
Greenbush,VA,Virginia,America/New_York
Delway,NC,North Carolina,America/New_York
Brownell,KS,Kansas,America/Chicago
Quail,TX,Texas,America/Chicago
Kep'el,CA,California,America/Los_Angeles
Larsen Bay,AK,Alaska,America/Anchorage
Strang,NE,Nebraska,America/Chicago
Hampden,ND,North Dakota,America/Chicago
Cotter,IA,Iowa,America/Chicago
Detroit,IL,Illinois,America/Chicago
Spencer,ID,Idaho,America/Boise
Meadows of Dan,VA,Virginia,America/New_York
Jolley,IA,Iowa,America/Chicago
Deer Canyon,NM,New Mexico,America/Denver
Hassell,NC,North Carolina,America/New_York
Pompeys Pillar,MT,Montana,America/Denver
Platina,CA,California,America/Los_Angeles
Oxville,IL,Illinois,America/Chicago
Beaverdam,NV,Nevada,America/Los_Angeles
Doran,MN,Minnesota,America/Chicago
Fall Creek,IL,Illinois,America/Chicago
Cardiff,AL,Alabama,America/Chicago
Excello,MO,Missouri,America/Chicago
Rockwood,IL,Illinois,America/Chicago
Ferry,AK,Alaska,America/Anchorage
Fort Indiantown Gap,PA,Pennsylvania,America/New_York
Cope,SC,South Carolina,America/New_York
Gilman,MT,Montana,America/Denver
Tolley,ND,North Dakota,America/Chicago
Uniontown,AR,Arkansas,America/Chicago
Guffey,CO,Colorado,America/Denver
Oak Hill,AL,Alabama,America/Chicago
Jeffrey City,WY,Wyoming,America/Denver
Bellfountain,OR,Oregon,America/Los_Angeles
Barksdale,TX,Texas,America/Chicago
Roscoe,MT,Montana,America/Denver
Frenchtown-Rumbly,MD,Maryland,America/New_York
San Fidel,NM,New Mexico,America/Denver
Panola,IL,Illinois,America/Chicago
Barada,NE,Nebraska,America/Chicago
Elliott,ND,North Dakota,America/Chicago
Langdon,KS,Kansas,America/Chicago
Mauckport,IN,Indiana,America/New_York
Weston,CO,Colorado,America/Denver
Obert,NE,Nebraska,America/Chicago
Fourche,AR,Arkansas,America/Chicago
Healy Lake,AK,Alaska,America/Anchorage
Nora,NE,Nebraska,America/Chicago
Alzada,MT,Montana,America/Denver
Meyer,IL,Illinois,America/Chicago
Lonerock,OR,Oregon,America/Los_Angeles
Cowlic,AZ,Arizona,America/Phoenix
Sage Creek Colony,MT,Montana,America/Denver
Cynthiana,OH,Ohio,America/New_York
Witts Springs,AR,Arkansas,America/Chicago
Loma Linda East,TX,Texas,America/Chicago
Cobden,MN,Minnesota,America/Chicago
St. Anthony,IA,Iowa,America/Chicago
St. Benedict,IA,Iowa,America/Chicago
Hollywood,MO,Missouri,America/Chicago
Eagleville,CA,California,America/Los_Angeles
Stryker,MT,Montana,America/Denver
Witherbee,NY,New York,America/New_York
Randolph,MO,Missouri,America/Chicago
Florence,IL,Illinois,America/Chicago
Ward,SD,South Dakota,America/Chicago
Grainola,OK,Oklahoma,America/Chicago
Marvin,SD,South Dakota,America/Chicago
Jenkinsville,SC,South Carolina,America/New_York
Yetter,IA,Iowa,America/Chicago
Stockham,NE,Nebraska,America/Chicago
Albany,WY,Wyoming,America/Denver
Grand Pass,MO,Missouri,America/Chicago
Fults,IL,Illinois,America/Chicago
Tamora,NE,Nebraska,America/Chicago
Gerster,MO,Missouri,America/Chicago
Quintana,TX,Texas,America/Chicago
Carlton,KS,Kansas,America/Chicago
Winston,NM,New Mexico,America/Denver
Madeline,CA,California,America/Los_Angeles
Overly,ND,North Dakota,America/Chicago
Knob Lick,MO,Missouri,America/Chicago
Lake Roberts Heights,NM,New Mexico,America/Denver
Spiritwood,ND,North Dakota,America/Chicago
Birdsong,AR,Arkansas,America/Chicago
Square Butte,MT,Montana,America/Denver
Floweree,MT,Montana,America/Denver
Landusky,MT,Montana,America/Denver
Floriston,CA,California,America/Los_Angeles
Glacier Colony,MT,Montana,America/Denver
Martinsburg Junction,PA,Pennsylvania,America/New_York
Boy River,MN,Minnesota,America/Chicago
Oakhurst,TX,Texas,America/Chicago
Middle Frisco,NM,New Mexico,America/Denver
Nekoma,ND,North Dakota,America/Chicago
Putnam,AL,Alabama,America/Chicago
Islandton,SC,South Carolina,America/New_York
Antler,ND,North Dakota,America/Chicago
Seven Springs,PA,Pennsylvania,America/New_York
Aten,NE,Nebraska,America/Chicago
Leando,IA,Iowa,America/Chicago
Wolford,ND,North Dakota,America/Chicago
Fairdale,ND,North Dakota,America/Chicago
Lisco,NE,Nebraska,America/Denver
Burchinal,IA,Iowa,America/Chicago
Wolf Creek,MT,Montana,America/Denver
Buttzville,NJ,New Jersey,America/New_York
Emmet,NE,Nebraska,America/Chicago
Elmira,MO,Missouri,America/Chicago
Bucks Lake,CA,California,America/Los_Angeles
Lowman,ID,Idaho,America/Boise
Karluk,AK,Alaska,America/Anchorage
El Rancho,WY,Wyoming,America/Denver
Scipio,OK,Oklahoma,America/Chicago
Beaver,KS,Kansas,America/Chicago
Storla,SD,South Dakota,America/Chicago
Rodman,IA,Iowa,America/Chicago
Merritt,IL,Illinois,America/Chicago
Stidham,OK,Oklahoma,America/Chicago
Alamo Lake,AZ,Arizona,America/Phoenix
Foraker,OK,Oklahoma,America/Chicago
Correll,MN,Minnesota,America/Chicago
Springdale,MT,Montana,America/Denver
Louisburg,MN,Minnesota,America/Chicago
Pentress,WV,West Virginia,America/New_York
Cloverleaf Colony,SD,South Dakota,America/Chicago
Old Station,CA,California,America/Los_Angeles
Arapahoe,CO,Colorado,America/Denver
Towner,CO,Colorado,America/Denver
Big Rock,IA,Iowa,America/Chicago
Girard,TX,Texas,America/Chicago
Ernstville,MD,Maryland,America/New_York
Concepcion,TX,Texas,America/Chicago
Bentley,IL,Illinois,America/Chicago
Denver,MO,Missouri,America/Chicago
Dresser,IN,Indiana,America/Indiana/Indianapolis
Washington Park,AZ,Arizona,America/Phoenix
Hough,OK,Oklahoma,America/Chicago
Linoma Beach,NE,Nebraska,America/Chicago
Waterview,MD,Maryland,America/New_York
Tula,MS,Mississippi,America/Chicago
Redrock,NM,New Mexico,America/Denver
Attu Station,AK,Alaska,America/Adak
Haugan,MT,Montana,America/Denver
Livonia,MO,Missouri,America/Chicago
Redcrest,CA,California,America/Los_Angeles
Wightmans Grove,OH,Ohio,America/New_York
Boulder,WY,Wyoming,America/Denver
Flowella,TX,Texas,America/Chicago
Irwin,MO,Missouri,America/Chicago
Aspinwall,IA,Iowa,America/Chicago
Time,IL,Illinois,America/Chicago
Lushton,NE,Nebraska,America/Chicago
Burgess,MO,Missouri,America/Chicago
Elfin Cove,AK,Alaska,America/Juneau
Strayhorn,MS,Mississippi,America/Chicago
Ardoch,ND,North Dakota,America/Chicago
Duran,NM,New Mexico,America/Denver
Pioneer,IA,Iowa,America/Chicago
Johnson,MN,Minnesota,America/Chicago
Cotton Town,PA,Pennsylvania,America/New_York
Little America,WY,Wyoming,America/Denver
Kaylor,SD,South Dakota,America/Chicago
Richfield,KS,Kansas,America/Chicago
St. Cloud,MO,Missouri,America/Chicago
Loma,ND,North Dakota,America/Chicago
Johnstown,NE,Nebraska,America/Chicago
Mier,IN,Indiana,America/Indiana/Indianapolis
Holiday City,OH,Ohio,America/New_York
Hollenberg,KS,Kansas,America/Chicago
Westerville,NE,Nebraska,America/Chicago
Saltese,MT,Montana,America/Denver
Valera,TX,Texas,America/Chicago
Oak Hill,KS,Kansas,America/Chicago
Austin,NV,Nevada,America/Los_Angeles
Mosheim,TX,Texas,America/Chicago
Springbrook,ND,North Dakota,America/Chicago
Cathay,ND,North Dakota,America/Chicago
Hansboro,ND,North Dakota,America/Chicago
Tarnov,NE,Nebraska,America/Chicago
Beatty,OR,Oregon,America/Los_Angeles
Pedro Bay,AK,Alaska,America/Anchorage
Benndale,MS,Mississippi,America/Chicago
Abney Crossroads,SC,South Carolina,America/New_York
Charco,AZ,Arizona,America/Phoenix
Scott,AR,Arkansas,America/Chicago
Briggs,TX,Texas,America/Chicago
Monarch,MT,Montana,America/Denver
Regino Ramirez,TX,Texas,America/Chicago
Falconaire,TX,Texas,America/Chicago
Barry,MN,Minnesota,America/Chicago
Lamkin,TX,Texas,America/Chicago
Woodland,MD,Maryland,America/New_York
Owasa,IA,Iowa,America/Chicago
Hamberg,ND,North Dakota,America/Chicago
Logan,MT,Montana,America/Denver
Reid,MD,Maryland,America/New_York
Templeton,IN,Indiana,America/Indiana/Indianapolis
Mildred,KS,Kansas,America/Chicago
Lawton,ND,North Dakota,America/Chicago
Irena,MO,Missouri,America/Chicago
Wenonah,IL,Illinois,America/Chicago
Sawpit,CO,Colorado,America/Denver
Mound,LA,Louisiana,America/Chicago
New Washington,PA,Pennsylvania,America/New_York
Beacon View,NE,Nebraska,America/Chicago
Arbela,MO,Missouri,America/Chicago
Iago,TX,Texas,America/Chicago
Sacramento,NM,New Mexico,America/Denver
Riggston,IL,Illinois,America/Chicago
Kingston,IA,Iowa,America/Chicago
Brinsmade,ND,North Dakota,America/Chicago
Prince,WV,West Virginia,America/New_York
Pickens,WV,West Virginia,America/New_York
Silvana,WA,Washington,America/Los_Angeles
Pueblito,NM,New Mexico,America/Denver
Villarreal,TX,Texas,America/Chicago
El Socio,TX,Texas,America/Chicago
Evansville,AK,Alaska,America/Anchorage
Nikolski,AK,Alaska,America/Nome
Sarles,ND,North Dakota,America/Chicago
Sunset Acres,TX,Texas,America/Chicago
Chimney Point,CT,Connecticut,America/New_York
Escondida,NM,New Mexico,America/Denver
Oljato-Monument Valley,AZ,Arizona,America/Denver
Lindy,NE,Nebraska,America/Chicago
Bluewater Village,NM,New Mexico,America/Denver
Fairview,MD,Maryland,America/New_York
Elkport,IA,Iowa,America/Chicago
Botines,TX,Texas,America/Chicago
Helen,WV,West Virginia,America/New_York
Cedar,KS,Kansas,America/Chicago
Bevington,IA,Iowa,America/Chicago
Manhattan Beach,MN,Minnesota,America/Chicago
Indian Springs,MD,Maryland,America/New_York
Concord,KY,Kentucky,America/New_York
Crestline,KS,Kansas,America/Chicago
Tunis,TX,Texas,America/Chicago
Lime Village,AK,Alaska,America/Anchorage
Rocky Gap,VA,Virginia,America/New_York
Conway,ND,North Dakota,America/Chicago
Texola,OK,Oklahoma,America/Chicago
Carmet,CA,California,America/Los_Angeles
Draper,SD,South Dakota,America/Chicago
Huntsdale,MO,Missouri,America/Chicago
Redwood,MS,Mississippi,America/Chicago
Valley Park,OK,Oklahoma,America/Chicago
McMullen,AL,Alabama,America/Chicago
San Antonio,NM,New Mexico,America/Denver
Huntley,WY,Wyoming,America/Denver
Meyer,IA,Iowa,America/Chicago
Hardy,IA,Iowa,America/Chicago
Chapeno,TX,Texas,America/Chicago
Fedora,SD,South Dakota,America/Chicago
Hat Island,WA,Washington,America/Los_Angeles
Tolu,KY,Kentucky,America/Chicago
Van Tassell,WY,Wyoming,America/Denver
Disautel,WA,Washington,America/Los_Angeles
Silesia,MT,Montana,America/Denver
Kief,ND,North Dakota,America/Chicago
Bath Corner,SD,South Dakota,America/Chicago
Waterford,MS,Mississippi,America/Chicago
Hunter Creek,AZ,Arizona,America/Phoenix
Milford,MO,Missouri,America/Chicago
Natural Bridge,AL,Alabama,America/Chicago
Ludell,KS,Kansas,America/Chicago
Birch River,WV,West Virginia,America/New_York
Ketchuptown,SC,South Carolina,America/New_York
Granger,MO,Missouri,America/Chicago
Norway,KS,Kansas,America/Chicago
Leaf,MS,Mississippi,America/Chicago
Lake Minchumina,AK,Alaska,America/Anchorage
Poole,NE,Nebraska,America/Chicago
Gildford Colony,MT,Montana,America/Denver
Impact,TX,Texas,America/Chicago
Le Roy,IA,Iowa,America/Chicago
Ambrose,ND,North Dakota,America/Chicago
Oak Springs,AZ,Arizona,America/Denver
Portland,IA,Iowa,America/Chicago
Macedonia,IL,Illinois,America/Chicago
La Bajada,NM,New Mexico,America/Denver
Rye,AZ,Arizona,America/Phoenix
Sapphire Ridge,MT,Montana,America/Denver
Sunrise,AK,Alaska,America/Anchorage
Gross,NE,Nebraska,America/Chicago
Kupreanof,AK,Alaska,America/Sitka
Cliff Village,MO,Missouri,America/Chicago
Linwood,NY,New York,America/New_York
State Line,ID,Idaho,America/Los_Angeles
Bynum,MT,Montana,America/Denver
Halley,AR,Arkansas,America/Chicago
Pine Valley,NJ,New Jersey,America/New_York
Cuyama,CA,California,America/Los_Angeles
Otranto,IA,Iowa,America/Chicago
Geronimo Estates,AZ,Arizona,America/Phoenix
Plainview,IA,Iowa,America/Chicago
Cowles,NE,Nebraska,America/Chicago
York,ND,North Dakota,America/Chicago
Roxbury,KS,Kansas,America/Chicago
Cedar Highlands,UT,Utah,America/Denver
Van Vleet,MS,Mississippi,America/Chicago
Warm Spring Creek,MT,Montana,America/Denver
Perth,ND,North Dakota,America/Chicago
Williams Canyon,CA,California,America/Los_Angeles
Shaniko,OR,Oregon,America/Los_Angeles
Quitman,MO,Missouri,America/Chicago
Bassett,KS,Kansas,America/Chicago
Bryant,OK,Oklahoma,America/Chicago
Oyehut,WA,Washington,America/Los_Angeles
Salmon Creek,CA,California,America/Los_Angeles
Tonsina,AK,Alaska,America/Anchorage
Nash,ND,North Dakota,America/Chicago
Jugtown,PA,Pennsylvania,America/New_York
Friedenswald,MO,Missouri,America/Chicago
Durango,IA,Iowa,America/Chicago
Drytown,CA,California,America/Los_Angeles
River Bend,MO,Missouri,America/Chicago
Chalybeate,MS,Mississippi,America/Chicago
Wiseman,AK,Alaska,America/Anchorage
Hyder,AK,Alaska,America/Sitka
Burton,IL,Illinois,America/Chicago
White Rock,SD,South Dakota,America/Chicago
Denhoff,ND,North Dakota,America/Chicago
Tonopah,AZ,Arizona,America/Phoenix
Indian Falls,CA,California,America/Los_Angeles
LaGrange,AR,Arkansas,America/Chicago
St. Onge,SD,South Dakota,America/Denver
Bucks,AL,Alabama,America/Chicago
South Gorin,MO,Missouri,America/Chicago
Oak Grove,OK,Oklahoma,America/Chicago
Dudley,SD,South Dakota,America/Denver
Ali Chukson,AZ,Arizona,America/Phoenix
Eastshore,KS,Kansas,America/Chicago
Bonanza,CO,Colorado,America/Denver
Lindsay,MT,Montana,America/Denver
Chicken,AK,Alaska,America/Anchorage
Burns City,IN,Indiana,America/Indiana/Vincennes
New Salem,KS,Kansas,America/Chicago
Gann Valley,SD,South Dakota,America/Chicago
Millerdale Colony,SD,South Dakota,America/Chicago
Shamrock Colony,SD,South Dakota,America/Chicago
Carlton,TX,Texas,America/Chicago
Loraine,ND,North Dakota,America/Chicago
Mountain City,NV,Nevada,America/Los_Angeles
Calvin,ND,North Dakota,America/Chicago
Graniteville,CA,California,America/Los_Angeles
Aldora,GA,Georgia,America/New_York
Hannah,ND,North Dakota,America/Chicago
Vilas,SD,South Dakota,America/Chicago
Los Ybanez,TX,Texas,America/Chicago
Braddock,ND,North Dakota,America/Chicago
Winigan,MO,Missouri,America/Chicago
Clayton,ID,Idaho,America/Boise
Surprise Creek Colony,MT,Montana,America/Denver
Beaumont,KS,Kansas,America/Chicago
Jackson,MT,Montana,America/Denver
Gamaliel,AR,Arkansas,America/Chicago
Ragan,NE,Nebraska,America/Chicago
Santel,TX,Texas,America/Chicago
Cass,WV,West Virginia,America/New_York
Dewey,MT,Montana,America/Denver
Smithwick,SD,South Dakota,America/Denver
Waldron,KS,Kansas,America/Chicago
Anatone,WA,Washington,America/Los_Angeles
Wales,ND,North Dakota,America/Chicago
Eagle City,OK,Oklahoma,America/Chicago
Byers,KS,Kansas,America/Chicago
Franklin Forge,PA,Pennsylvania,America/New_York
Luverne,ND,North Dakota,America/Chicago
Port Protection,AK,Alaska,America/Sitka
Mount Carmel,IN,Indiana,America/Indiana/Indianapolis
Byron,OK,Oklahoma,America/Chicago
Quay,OK,Oklahoma,America/Chicago
Webber,KS,Kansas,America/Chicago
Garland,KS,Kansas,America/Chicago
Wetonka,SD,South Dakota,America/Chicago
Dot Lake Village,AK,Alaska,America/Anchorage
Raleigh,ND,North Dakota,America/Denver
Radium,KS,Kansas,America/Chicago
Latimer,KS,Kansas,America/Chicago
Green Hills,PA,Pennsylvania,America/New_York
Harris,KS,Kansas,America/Chicago
Mylo,ND,North Dakota,America/Chicago
Knowles,OK,Oklahoma,America/Chicago
Meckling,SD,South Dakota,America/Chicago
Moss Landing,CA,California,America/Los_Angeles
Millerstown,PA,Pennsylvania,America/New_York
Wautec,CA,California,America/Los_Angeles
Granite,OR,Oregon,America/Los_Angeles
Charmwood,MO,Missouri,America/Chicago
Homestead,MT,Montana,America/Denver
Utica,MT,Montana,America/Denver
Onton,KY,Kentucky,America/Chicago
Santa Monica,TX,Texas,America/Chicago
Friendship,OK,Oklahoma,America/Chicago
Lonetree,WY,Wyoming,America/Denver
Coolin,ID,Idaho,America/Los_Angeles
Fox Park,WY,Wyoming,America/Denver
Hetland,SD,South Dakota,America/Chicago
Oak,NE,Nebraska,America/Chicago
Balfour,ND,North Dakota,America/Chicago
De Lamere,ND,North Dakota,America/Chicago
Ogallah,KS,Kansas,America/Chicago
Danvers,MT,Montana,America/Denver
Hiko,NV,Nevada,America/Los_Angeles
Bartlett,IA,Iowa,America/Chicago
Elliott,MD,Maryland,America/New_York
Kidder,SD,South Dakota,America/Chicago
Brockway,MT,Montana,America/Denver
Durham,OK,Oklahoma,America/Chicago
Pillsbury,ND,North Dakota,America/Chicago
Hachita,NM,New Mexico,America/Denver
Leal,ND,North Dakota,America/Chicago
Seton Village,NM,New Mexico,America/Denver
Marineland,FL,Florida,America/New_York
Sugarloaf Village,CA,California,America/Los_Angeles
Gutierrez,TX,Texas,America/Chicago
Livengood,AK,Alaska,America/Anchorage
Triplett,MO,Missouri,America/Chicago
Point View,PA,Pennsylvania,America/New_York
South Mound,KS,Kansas,America/Chicago
Stevens Village,AK,Alaska,America/Anchorage
Coosawhatchie,SC,South Carolina,America/New_York
Parks,NE,Nebraska,America/Denver
Hitchcock,OK,Oklahoma,America/Chicago
Covenant Life,AK,Alaska,America/Juneau
Money Island,NJ,New Jersey,America/New_York
Whitlash,MT,Montana,America/Denver
Butler,SD,South Dakota,America/Chicago
Lamar,NE,Nebraska,America/Denver
Lakeside,CO,Colorado,America/Denver
Platinum,AK,Alaska,America/Anchorage
Hepburn,IA,Iowa,America/Chicago
Harrison,SD,South Dakota,America/Chicago
Birch Creek Colony,MT,Montana,America/Denver
Goodland,MN,Minnesota,America/Chicago
Mentone,TX,Texas,America/Chicago
Donaldson,MN,Minnesota,America/Chicago
Cucumber,WV,West Virginia,America/New_York
